{004df4c6-6fee-4fc5-a108-f414713a71e5} event:/Nested Event
{007817b9-722a-44c8-8e14-cc66233ce495} event:/game/07_summit/altitude_count
{495bbb28-2513-4698-8d54-fa114ff6722d} event:/new_content/game/10_farewell/puffer_expand
{4a191f4f-da31-43ec-bf30-f8ff8de7feed} event:/ui/world_map/chapter/checkpoint_back
{4ab3c742-e5f8-4337-a38e-ea8ed81f3585} event:/game/07_summit/gem_unlock_complete
{4b18a52d-d2ba-4f5c-9880-9b49a0179e72} event:/char/theo/resort_vent_tumble
{4be46c93-4868-4b41-ab86-cd5b4cb24ab4} event:/new_content/game/10_farewell/cafe_computer_on
{4c42d16c-381c-43ca-9d5d-56595e196b08} event:/game/general/cassette_preview
{4c443389-e3fc-41ab-b502-29d39a06f591} event:/game/03_resort/forcefield_idle_loop
{4c808f23-d04c-49eb-9195-a9e324b57add} event:/ui/main/whoosh_large_in
{4c875fde-bab4-4ddf-a32b-1a098a44e2a1} event:/new_content/ui/rename_entry_accept_locked
{4cc4fcce-dbbc-4ffa-946d-8823ae5b1c56} event:/ui/main/postcard_ch4_in
{4d1ae0ae-db96-47b7-925c-ce84c6ab722e} event:/game/general/bird_squawk
{4d1d9d21-9e89-405f-844f-070ae9d6611e} event:/new_content/music/lvl10/granny_farewell
{4d5dc6c1-fd41-4e8d-bf91-84a15631055d} event:/music/menu/complete_area
{4d5e60c8-4be0-42c1-9f24-e5ebecd840eb} event:/classic/sfx16
{4ddc4a8e-8349-4907-bffe-fe9bde4e4769} event:/amb_content
{4e2a357d-8a57-4ea6-8df5-b9411495dfd6} event:/classic/sfx5
{4e2a5fc4-3513-45f3-90b8-e82da9314560} event:/Nested Event
{4e545f69-79f2-4d28-950c-10cbb43e77e6} event:/classic/sfx37
{4e5b7627-0f10-49d5-9c88-d8e8b7c861a2} event:/goodbye_loop
{4ed2243f-db33-4095-97fd-800825c5a26d} event:/ui/world_map/journal/heart_roll
{4f200dab-f854-4ed1-8e93-b736211791d5} event:/char/oshiro/move_02_03a_exit
{4f9f9fd5-861b-4940-8915-0fdeca990b81} event:/moon_berry
{4fa2a3d9-560d-4546-92b7-969d2ca1fb29} event:/game/05_mirror_temple/mainmirror_reveal
{4fc69f31-fc0f-42d3-af4c-20424c74d6a4} event:/char/madeline/jump_super
{50356124-434a-4dca-aeb1-52462846fb8a} event:/char/badeline/dash_red_right
{503d84f2-17c0-4a36-9f8c-7a17e4517e52} event:/game/03_resort/suite_bad_movestageleft
{50c34e7f-2d83-4005-9e70-4445a92197cc} event:/intro_plus_loop
{512ca8f8-a58f-4bd0-bd55-a237fa07c6c6} event:/game/03_resort/forcefield_vanish
{51873fdd-604e-4810-9db1-8c6e5a6049b5} event:/music/cassette/01_forsaken_city
{51acfb4c-c5b1-4bd7-af44-a0c2472327db} event:/music/remix/06_reflection
{51d238e6-4f1b-46f6-a94d-df78f8df8ac7} event:/game/general/bird_land_dirt
{51df0abc-4ee9-4dd8-8123-d559a7f51383} event:/game/04_cliffside/arrowblock_break
{51f68531-d228-4786-b703-6a5f44e41cee} event:/new_content/game/10_farewell/fakeheart_pulse
{521907ad-5674-4ff3-91e7-f9c8a8de7af2} event:/intro_into_loop
{5220fbf8-61c9-4a15-8490-8571a7cfa54f} event:/char/theo/resort_ceilingvent_popoff
{525d00db-bc31-4054-9f61-0238bfd62941} event:/game/general/strawberry_touch
{52df708d-a28a-46e8-bf24-a7516b8d6960} event:/classic/sfx61
{5381856a-d548-4a31-b7e5-b94d2a72881e} event:/game/general/fallblock_impact
{53cd822c-b7e1-4d50-8574-4fe404457747} event:/char/oshiro/boss_slam_final
{54dfb31d-bb05-4cd7-b9d5-d51b564a8503} event:/rara_4
{551131cf-00f6-4027-9fd8-526807aefc32} event:/rara_1
{5534c1ec-5c0a-4589-a5c7-cbb3fcbfa160} event:/new_content/char/madeline/glider_drop
{55899a39-fc05-43d3-8878-834a4a25b6d4} event:/new_content/game/10_farewell/ppt_its_easy
{55989b60-f060-4a18-87cc-0d1ad5428801} event:/classic/sfx55
{55b337a0-01aa-409f-bb13-46e57802ba10} event:/5000
{55dfbf00-cc82-4781-b0e3-4f83a8a3fdb1} event:/ui/main/postcard_ch3_in
{56221566-2fd7-4b1a-99d7-6af227ab8398} event:/char/theo/phone_taps_loop
{564d50fe-6229-4fc5-bef4-771b026308f2} event:/game/05_mirror_temple/bladespinner_spin
{56c45dc5-16d2-42a6-a954-b456e12ff18f} event:/main_plus_loop
{56e5cd34-78ba-45b2-96f3-83fc95c7c8df} event:/char/theo/resort_vent_grab
{57531525-33bf-45a5-bf27-306814b95457} event:/new_content/char/madeline/hiccup_standing
{578b311b-2e2a-4e27-b2d5-49144e75b02d} event:/note_transitions
{57a36bf9-dc91-4f7f-ab8c-5ee787a95b0a} event:/track
{57b15668-4280-4e84-b943-df7cd3a68896} event:/5000
{57b3a09b-dbc8-435e-8d24-6d1f913ac85c} event:/env/local/09_core/fireballs_idle
{57cceb1a-e169-43f4-802c-d41992ec6926} event:/new_content/music/lvl10/part03
{57e9bdc7-4a49-4238-995c-fc90206615a8} event:/01_ambient
{589ad0f1-53f4-4567-b6a1-34c670afb80d} event:/new_content/env/10_space_underwater
{58a69c31-956e-42a2-a9a2-359e67921ffa} event:/new_content/env/10_electricity
{58b5d825-ebcf-457b-b493-9be82640b9eb} event:/char/badeline/boss_laser_fire
{58e5b7db-c18b-4399-bd5c-dd592c9c1b47} event:/game/general/platform_return
{58e689a2-1717-434f-9fa7-dffcd72ab27e} event:/char/badeline/jump_climb_left
{590d1629-f340-4c4e-aee7-310f78d2c441} event:/ui/main/postcard_ch6_in
{59507330-6098-4229-9ad1-7c927ec01298} event:/new_content/game/10_farewell/glider_engage
{5956ad12-8169-4e71-8b1f-5223c8fb9e84} event:/intro_into_loop
{5956eda7-31c9-47f6-8b62-f8b488c879a5} event:/classic/sfx23
{59883fc3-7f79-422e-927d-1c1374123356} event:/ui/main/assist_button_info
{59e80ab4-d798-4777-bb4c-cf5a09c9c313} event:/amb_content
{59ecf2bc-ad5d-4055-ad4d-c477789353f9} event:/new_content/game/10_farewell/bird_crashscene_twitch_2
{5a1e6a52-fa6a-44fb-b7ef-931a000b7c95} event:/game/general/thing_booped
{5a554fe3-4398-4960-ab5e-70dc62685ded} event:/new_content/char/badeline/booster_first_appear
{5a79bbfe-cff0-4117-890d-90e4121c3fec} event:/game/02_old_site/sequence_phone_transform
{5bba1d1b-d14f-480c-9f58-19a48ff5f23a} event:/track
{5c271b0b-eba2-400b-8011-e1d673324674} event:/game/general/strawberry_blue_touch
{5c9780f7-de2d-4811-813e-f89201d92e35} event:/new_content/game/10_farewell/ppt_mouseclick
{5ce79651-4adc-4592-b018-38aa212d6ca6} event:/char/madeline/water_dash_out
{5cf06f89-cf18-4dfa-bc69-5e4b58095cf3} event:/char/madeline/water_move_general
{5d717d53-4596-4f11-8f44-c73fb9543aba} event:/game/05_mirror_temple/crystaltheo_hit_ground
{5e5a1f06-5cf9-4daf-a7ed-3b36554dd44b} event:/char/madeline/jump_dreamblock
{5e825846-11f5-469f-97b1-14c230dc9fa8} event:/1000
{5e86985d-5063-4a53-ad24-46896ff682a2} event:/new_content/char/tutorial_ghost/land
{5e8fd8ed-2d68-470c-b7ef-318d65bb9ae3} event:/05_oshiro
{5f8d988c-528d-4d55-a6e2-4c47bfc50176} event:/game/general/bird_in
{606bd67d-d92a-46f0-a2e1-0a95ea23bfef} event:/classic/sfx51
{60836b2c-9999-4f03-8801-2c01dc40b163} event:/game/general/lookout_use
{6096b41c-7b56-4839-ad53-deb9e5693246} event:/ui/game/unpause
{60e29264-3711-498c-a7ed-c58ecefb5543} event:/char/madeline/mirrortemple_big_landing
{613e3e96-0787-4e4c-b1b9-d5b85edb09f2} event:/new_content/game/10_farewell/bird_flappyscene_entry
{61497bfa-cd5f-4c26-86ae-a12d04fd5dee} event:/game/06_reflection/hug_badeline_glow
{6160ad7b-16f6-49a5-aa9b-55d75da5a8e1} event:/game/general/seed_touch
{6179d8e7-7851-4a64-8b22-0c953d763cf6} event:/bullet_charge_4
{61c49c59-50a8-4040-90d1-55147f506a6a} event:/1up
{61f52438-bee9-4393-ac9b-10a03ec220b9} event:/new_content/game/10_farewell/bird_crashscene_start
{6217f4fb-20f3-4fc2-9ab5-45297d919bc5} event:/env/local/03_resort/pico8_machine
{6279ab0b-6594-4756-8495-4eefa78093a1} event:/new_content/char/tutorial_ghost/grab
{628514bb-19b3-4498-b365-4434988a1478} event:/ui/postgame/strawberry_total
{62bb812f-2c52-4d35-9356-4d3bfe9a19b4} event:/cane_tap_03
{62febf51-559f-4785-8e04-ff7db4264c87} event:/track
{632ed69e-ef16-4824-8aaf-8e01aad17cce} event:/ui/game/general_text_loop
{634bdd66-3f53-4679-8ced-fadfc60d412f} event:/game/general/wall_break_wood
{6388ebe4-7ccd-46ad-b60d-7a85d7e5aceb} event:/ui/world_map/chapter/back
{63d2ccdb-8278-4706-9992-79974ceb897e} event:/3000
{64424649-d82c-4efc-90a9-f54e8411d9b7} event:/char/badeline/jump_assisted
{6452fdae-f5bc-405a-95b0-ab1aeef0c504} event:/classic/sfx13
{646b0a01-2101-424f-804b-18842f72a62d} event:/char/badeline/boss_prefight_getup
{65131955-b8d6-4254-9fe9-ce9965b0f8c9} event:/new_content/game/10_farewell/key_unlock_5
{651eff96-de48-4c77-b069-bd718be76cff} event:/ui/game/textbox_other_in
{65659bc0-3d2b-429c-9bdc-42e7a2d29a94} event:/char/madeline/predeath
{6605aea5-5af5-4c94-a3c4-103046a88e0b} event:/05_oshiro
{6698e425-104e-4ce2-9984-0f932ff1bb11} event:/intro_into_loop
{67466be6-2fc8-4d0e-992e-0c882a8adf9a} event:/new_content/game/10_farewell/key_unlock_1
{674d34dc-ac7b-4364-acc9-d8a1ccb0d3d5} event:/track
{67ac36e7-71f0-4956-97b1-ac7ce0e1bd0a} event:/new_content/game/10_farewell/cafe_computer_off
{67bb774a-41bd-4375-a4e7-53031c7f75cd} event:/char/madeline/jump_superwall
{6817fd65-b0e9-43b5-8338-029e57b0f794} event:/game/04_cliffside/gondola_scaryhair_02
{687c2393-d73e-4247-a97b-4f2c2ccce388} event:/ui/world_map/icon/roll_left
{68e31409-b316-478b-8eb3-67a885e9dd33} event:/game/05_mirror_temple/gate_main_close
{697102c2-9978-42b7-a3b0-0c2b99c9032e} event:/char/badeline/dreamblock_travel
{6a3f7aaf-bea3-4ac6-a919-d4b6eef81ae7} event:/env/state/underwater
{6a535067-5141-44c5-92fa-69aa73d96058} event:/game/01_forsaken_city/console_white
{6b0262b0-9ae4-474e-9f76-aa1c59942351} event:/game/01_forsaken_city/console_static_long
{6b275d1e-9d87-4160-a930-f98ea01da1ab} event:/bullet_charge_2
{6b7fe1af-1dfd-40f1-89bc-b3e43f6eddcf} event:/new_content/game/10_farewell/fusebox_hit_2
{6be863d8-6204-4f23-9f06-f90d6d7a8092} event:/char/oshiro/boss_transform_burst
{6bfa7995-5b42-4cc2-8459-6c650085f0c2} event:/game/04_cliffside/snowball_impact
{6c5c4024-9220-4b18-95aa-6481fc795c4b} event:/blublublub_1
{6c7ea8bb-a843-4cd6-8397-c31344ae3a83} event:/game/09_core/iceblock_reappear
{6ccb266f-2044-41dc-88bd-55d20f34627a} event:/classic/sfx54
{6cf61557-02db-4cfd-9832-ebcd7cd43a3c} event:/track
{6d25e0a4-6603-4ead-b934-ab432c153bd9} event:/game/06_reflection/badeline_pull_cliffbreak
{6d72de1a-04fe-4be5-826b-5576002c277f} event:/ui/main/title_firstinput
{6d7ed51e-7e2c-43ed-913d-6617d6dd43e0} event:/game/04_cliffside/gondola_theoselfie_halt
{6db7fffa-a9ef-4b37-8c16-6857785af731} event:/char/dialogue/madeline
{6dd647fe-eefd-43d7-8a35-5a614678dd12} event:/char/oshiro/chat_collapse
{6ddd11c0-8481-4912-81be-ac3ecaeef96f} event:/game/01_forsaken_city/console_yellow
{6e29b787-1f7a-4f44-84a8-eb867342a37f} event:/game/06_reflection/feather_bubble_get
{6e5e793a-c41d-4950-89bf-29efdff0030b} event:/4000
{6e6a7734-f98c-45cf-930f-61c51f193827} event:/ui/game/memorial_dream_loop
{6f18a9da-861e-411f-aa31-ce82c6c26e75} event:/bumps
{6f54f0d1-61d4-442e-8bf7-4dfbf6870c07} event:/ui/world_map/whoosh/700ms_back
{6f553704-eb86-4407-91b5-c6e9714f398c} event:/ui/world_map/chapter/tab_roll_right
{6f615dc6-beb4-45da-95d5-79093ea36d17} event:/track
{6faecb61-f82e-400e-9785-4d407a82c838} event:/char/badeline/jump_dreamblock
{6fb5dd68-3aab-4a50-ad31-33d08b2e88e5} event:/game/07_summit/checkpoint_confetti
{6fb99d9c-74ca-412d-b3b0-247b39a382df} event:/char/theo/resort_ceilingvent_shake
{6fc73c45-4446-4114-b002-6dfeb92769d7} event:/new_content/game/10_farewell/heart_door
{6fc9a437-3cb1-4455-b2e1-421eb885177c} event:/new_content/game/10_farewell/puffer_return
{6fd9f856-e77d-4dda-b06c-89324ef1439f} event:/blue_berry
{7009f879-18fe-4b01-b78d-f4ef5bc66cb2} event:/ui/world_map/icon/flip_left
{704b695d-3513-449d-88eb-e29fc7622990} event:/ui/postgame/unlock_newchapter
{705d6d6f-3d2e-46c5-babb-c84a5ddb35f9} event:/game/03_resort/fallblock_wood_shake
{705df905-2639-470f-963f-408f30e23a2b} event:/music/menu/complete_summit
{70eb97d0-458e-4485-9c73-f5975809ffab} event:/4000
{711fa1d2-88c6-4f74-a650-fe7011e736fa} event:/new_content/game/10_farewell/pinkdiamond_return
{7121449b-c6f1-43c8-afd8-bd0cd4c2a642} event:/blublublub_3
{712650d6-3edc-40f8-96e7-c4d70aabc7fb} event:/new_content/game/10_farewell/bird_crashscene_twitch_1
{7186f56e-2df7-42eb-9375-3b272fe60ce1} event:/classic/pico8_mus_03
{71a44785-e202-4772-bbfb-b2180d6917d4} event:/gold_berry
{72615fdd-4f82-45b9-909e-d688895097b4} event:/buzz_loop
{72ea8830-baf4-40b0-bc3a-d05ae7a3ace3} event:/game/03_resort/clutterswitch_boxes
{72eb7f2d-c3e9-41b2-afc0-b4cfee087389} event:/char/madeline/summit_flytonext
{73265a98-2cb3-4d98-9643-cf592c2b9131} event:/char/madeline/stand
{735f3afc-00bc-46da-94f1-2cb51e3bfecc} event:/game/general/diamond_return
{73a21bdf-62c2-46d8-ae04-68e6c0c26b7f} event:/char/badeline/jump_super
{73ada323-e77f-43f7-b0df-a8facdef03b7} event:/char/madeline/footstep
{73b07905-9234-4900-af6e-b27820978106} event:/game/general/birdbaby_flyaway
{73ba5692-b6bd-4c78-a392-e41fa7425ead} event:/char/madeline/jump_assisted
{73c95a24-6c35-4dc5-893d-7e79ecc61481} event:/music/lvl3/clean
{73e4344e-73cd-4504-aeda-0de09d6f6318} event:/intro_into_loop
{74f464a2-074c-4693-9aa6-fc4b1a875f50} event:/game/06_reflection/badeline_pull_impact
{752d010d-81f5-4ea8-a9ab-b99d4e0e1dd9} event:/game/05_mirror_temple/room_lightlevel_up
{753b8bdc-2b0a-443a-ae37-94f321d71932} event:/ui/main/postcard_csides_in
{757f9c8a-033b-4c8d-82d8-f415972efc8d} event:/char/theo/resort_standtocrawl
{75ab6aef-3f69-4776-b60f-5700451cc9a2} event:/char/madeline/backpack_drop
{76651e09-41c2-4f6c-9c64-dc0640b8363b} event:/track
{76e45b5e-624c-4637-8ed5-3c1caa5c7fe0} event:/3d_template
{76e57bb1-14a6-44cc-ae96-de5ae20e81fd} event:/env/local/waterfall_small_in_deep
{7714e509-b855-47b0-b57b-3b7d803c5652} event:/char/oshiro/move_01_0xa_exit
{7727db1d-0a36-4a19-8ee9-8d52f8f1a4f0} event:/intro_cymbal
{776d2dad-b373-4cbc-aa3f-0919a23c6418} event:/amb_content
{77800c0d-5128-44d0-8bb1-67174af44406} event:/game/02_old_site/sequence_mirror
{77afc34f-d0dc-4224-89c6-936762850581} event:/game/04_cliffside/arrowblock_move
{77bd53e0-b271-45ec-8cf8-0e12d7e1682b} event:/Nested Event
{7820adbb-5c57-46ac-bde1-9ecba7fa730e} event:/game/05_mirror_temple/swapblock_return_end
{78275770-2164-49ba-a020-9bb98a5fe854} event:/amb_content
{7858a8e8-adf9-40a6-8e14-e337a6979e53} event:/ui/game/textadvance_madeline
{7867f29b-8e33-4e2e-8d56-00cf9211cadd} event:/new_content/game/10_farewell/puffer_splode
{789aa61b-6d4a-4f93-92f0-bcc17c4c46c6} event:/ui/world_map/journal/heart_shift_up
{78a27ccb-8b29-41e9-aa60-20e4d193f41d} event:/ui/game/memorial_dream_text_out
{78ac6937-dfd7-4d1c-a3b0-a71818c2cc49} event:/music/lvl2/mirror
{78f2deb2-fccc-4d1d-b78a-9667d574bbf3} event:/game/general/crystalheart_pulse
{78fca5fd-8d0a-42d2-b5d8-3501cef99c85} event:/music/lvl6/starjump
{79038cb9-407b-4d35-892a-1ec71396a682} event:/classic/pico8_mus_00
{797e3c30-39f9-4ab4-9749-9b7451598ec4} event:/game/05_mirror_temple/button_return
{79ca9943-db1f-4118-9c48-1893e5937e42} event:/game/06_reflection/badeline_freakout_1
{7a366698-8474-4be8-83ab-be004cb6a2a3} event:/new_content/game/10_farewell/locked_door_appear_2
{7a436113-5059-4565-a239-927c4876b345} event:/game/02_old_site/sequence_phone_pickup
{7a71fc61-b688-4d82-a2b7-781c2434e942} event:/char/badeline/booster_begin
{7b9bdb8e-e193-45e8-bbb8-4affe87922a2} event:/main_track
{7be458ab-5b1e-4237-84e7-ead255468209} event:/game/09_core/bounceblock_touch
{7c01de41-a31a-43c3-9c0f-9ae85ad94c68} event:/game/general/wall_break_ice
{7c6562f4-68b1-484a-8e50-a935f1ab56f7} event:/new_content/env/10_endscene
{7c65f68d-623c-42f1-94bd-4e2d59199d32} event:/ui/main/assist_button_yes
{7ca46073-e6b8-4f74-b9a8-ac54a8966c5b} event:/char/badeline/jump_superslide
{7cc20e5f-81e5-4166-acc6-704dc13f46f3} event:/env/local/campfire_loop
{7cc9b9b8-3c9e-4f98-9603-b97ca1543cd1} event:/2000
{7d16c138-146a-4337-97b7-777ec6146448} event:/new_content/timeline_bubble_to_remembered
{7d18d617-475b-4d12-ad45-885c619e7540} event:/char/madeline/summit_areastart
{7d1dcd4a-298d-4943-b70d-f41311ec4f1b} event:/game/06_reflection/feather_state_warning
{7d656ffa-050f-4cab-bbc9-03863fa14e4f} event:/char/madeline/water_move_shallow
{7d6ccc8f-678e-4648-bead-3a5c82cfd916} event:/game/04_cliffside/arrowblock_side_depress
{7d86252d-c88c-4317-865e-430792def883} event:/char/granny/laugh_oneha
{7d97b6ab-7322-4f02-ade5-bf113a933202} event:/bullet_charge_2
{7e1c842a-b3d8-440a-9c39-196826b8bee2} event:/music/lvl5/mirror
{7e3c6b4e-e41a-4e9a-9d24-22737c66593b} event:/char/badeline/booster_relocate
{7ea54ed8-0285-4dfc-a1ce-558444a4aa59} event:/game/general/bird_startle
{7f065a0f-390b-4952-a339-941d929e2716} event:/main_plus_loop
{7f0e5b69-8d8a-4983-ac98-deb970106cc6} event:/game/05_mirror_temple/redbooster_move
{7f180cd1-0f90-433d-b71e-c9a6cc7f49e7} event:/game/05_mirror_temple/eyewall_destroy
{7f8c23d1-bd9d-4a10-b8af-fd4a5cb12244} event:/char/madeline/handhold
{7fc7eafb-26b7-4b84-bfb4-1d779c22a066} event:/env/local/09_core/lavagate_idle
{7fc9d8e3-08e2-43b8-9a9c-74f51be9a206} event:/ui/postgame/unlock_newchapter_icon
{8023c811-1142-42b8-8789-cbf1221c5c81} event:/new_content/music/lvl10/reconciliation
{80c246ab-79ac-4190-81c0-56bc959e67c8} event:/game/04_cliffside/greenbooster_reappear
{80fa6c6f-3574-4529-8cdc-94758b13e669} event:/02_percussion
{811a5ad1-89a4-4e2f-b6ee-20665c9ebde9} event:/ui/world_map/chapter/pane_expand
{811bbaf0-41b3-4271-8cba-215e12986fb5} event:/game/01_forsaken_city/birdbros_thrust
{812275c5-1e5a-4d69-98e1-f7892c4bb440} event:/ui/game/memorial_text_out
{818fc44f-268e-48ff-8876-b8a64842b5ed} event:/classic/sfx15
{81a8f569-0320-45e8-a85d-f05fc73ab18a} event:/char/dialogue/secret_character
{81f28bb7-3b0a-43e7-bcd8-4bab557fe657} event:/game/04_cliffside/gondola_theo_fall
{82505dd3-ab38-4d3a-8e76-84e5d1252357} event:/intensity_2
{825153d7-05f3-44b4-834c-fa2248bab331} event:/new_content/game/10_farewell/glitch_long
{82b35daf-877f-401a-9b49-6a4bb9ff5bc3} event:/new_content/char/madeline/screenentry_lowgrav
{82f68918-aab7-4a13-a58a-05a318a8c32c} event:/new_content/game/10_farewell/puffer_boop
{82f8448b-9452-4b12-838c-dcd81098476e} event:/char/madeline/core_hair_charged
{832066ac-c78a-4c60-a7d0-dbc2c4712dd7} event:/music/cassette/06_reflection
{83376c6a-a014-418e-9e21-dbc48df90069} event:/char/oshiro/boss_slam_first
{83577bfc-85e1-444f-8c60-97ad3f3092a5} event:/ui/main/savefile_rollover_down
{845556f0-842c-46d2-ac6c-64fc05f14cb0} event:/game/general/touchswitch_gate_open
{84666200-9dc1-435c-86dc-c576f7fea100} event:/new_content/game/10_farewell/bird_crashscene_twitch_3
{8490f47c-fa00-40cb-a2ff-2d94c2ac9292} event:/new_content/char/tutorial_ghost/handhold
{852ea39f-c182-4385-9aa3-1d95cb02040b} event:/char/madeline/idle_scratch
{855749a2-8c5a-4db6-9877-f7cfd3a2183c} event:/game/general/birdbaby_hop
{85f626c3-7607-416c-b0ae-ddd0ed804755} event:/ui/world_map/journal/heart_release
{86800b3a-8049-48c7-b74c-54270125c9b0} event:/intensity_2
{87c24e15-dce0-40ae-a8b5-878e5a071dc6} event:/new_content/game/10_farewell/endscene_final_input
{8824489f-1d0b-4670-beb2-08d67cfd3c3b} event:/char/badeline/grab
{884bccb8-958a-4278-8a1b-daf74fff37c0} event:/game/general/seed_poof
{889ddcf6-8d06-4106-9e73-f5d63f964717} event:/music/remix/01_forsaken_city
{88cc2646-c70d-47bb-9e88-1de934fa1792} event:/game/06_reflection/fall_spike_smash
{8934653e-2e4d-45e5-9cb9-e67724c5bd3f} event:/Nested Event
{893973ec-2dd4-4478-b771-30ac723a7c9e} event:/game/01_forsaken_city/console_purple
{898f077b-02af-4524-883d-8bd2a8d7bd9b} event:/game/04_cliffside/gondola_theo_lever_start
{898fc1ea-250b-4d03-8f37-c0c35799a915} event:/char/badeline/boss_hug
{89c958c9-fff0-4f16-ab34-02b2986aef6b} event:/Nested Event
{89dc9292-c453-4296-9beb-9576faaca938} event:/intro_into_loop
{89dec006-6bd9-4491-b238-bfc13a072506} event:/new_content/char/madeline/screenentry_golden
{8a34878a-9294-4d2d-bf8e-104685b78697} event:/1up
{8a79d85e-2889-4b7f-8d52-b46381392b8b} event:/ui/game/textbox_madeline_out
{8a921fb6-6b6c-4f2d-bd8b-8d7a319a44fc} event:/env/amb/06_lake
{8a92da4e-e432-4f26-816c-4922a94a086c} event:/3000
{8a93c5a5-538c-49f6-9d07-988839862ba1} event:/ui/main/button_lowkey
{8a991cbf-dda9-4121-b960-d8bd790f5daa} event:/ui/world_map/journal/select
{8a992dbc-82cf-41f6-9ebe-493eb1dd3c3a} event:/game/04_cliffside/gondola_theo_recover
{8aa6ab7b-3104-4a06-8e7e-b1141ac0d23d} event:/char/madeline/grab
{8ae12519-0232-4a6b-a441-4f9a645f48e0} event:/thunder
{8aeeda91-d53c-409e-9f6b-37f8724ca79a} event:/new_content/game/10_farewell/pinkdiamond_touch
{8b071bc7-bb71-4db6-9a0c-78c576426dc8} event:/game/06_reflection/supersecret_heartappear
{8b672ab7-0d76-45fb-a9e9-1676ca014d6f} event:/game/general/debris_dirt
{8b889193-a266-4c9b-8570-aa7720ac6ced} event:/main_loop
{8b890963-5cea-4df9-8d73-ca2116519928} event:/music/lvl0/intro
{8c12045b-63ea-4faf-845c-49f6671595c2} event:/ui/world_map/chapter/checkpoint_photo_add
{8c2436b2-cb22-4940-8ccd-20669eafebc3} event:/transition_cymbal
{8c3a6ebd-402e-4c61-b119-837f6ef7fe31} event:/rara_6
{8c550db0-84fc-4fe5-baa0-eae279d78cf2} event:/ice1
{8d06d122-f69a-476c-9397-a71368a0eff1} event:/main_track
{8d56aaf8-b0f5-4f8c-b27a-9c07e13e5fa2} event:/music/lvl2/evil_madeline
{8d6249fc-9f0d-4980-b876-036252ae209d} event:/game/06_reflection/pinballbumper_reset
{8d6d24fe-c860-4328-9650-c29b39ba87a2} event:/game/01_forsaken_city/fallblock_ice_shake
{8da57015-c10e-4ce5-8e6b-82af4b7e73b9} event:/ui/world_map/journal/page_main_forward
{8dcb471f-128a-4474-8b8a-f25e6e25a6e6} event:/prefinish
{8e1dfdbd-c8b0-4db8-aea7-5bf1c27761c4} event:/blublublub_3
{8e4da22f-7a93-46b7-8e07-7255d3431e1b} event:/new_content/game/10_farewell/fakeheart_bounce
{8ec31009-771f-4473-a3fc-45b209d6aa87} event:/char/madeline/dash_pink_right
{8efb347e-e501-4bab-9349-7b6dbba66551} event:/music/remix/05_mirror_temple
{8f390e03-758d-4f8b-b005-8921447595e7} event:/rara_1
{8f5b7d80-8ca1-4415-942c-f1338b8a79f1} event:/char/madeline/jump_superslide
{8f836997-647c-4e0f-af43-a86eb3c5049f} event:/intro_loop_pair
{8f924592-8b14-40d6-81af-d42fab0b6da1} event:/char/badeline/landing
{903b26bf-ad0c-40a2-b53f-f2a08b50ae4f} event:/ui/game/hotspot_main_in
{90a158fb-009e-4cc1-9e4b-ba1ca47c05d9} event:/ui/main/postcard_ch5_in
{90e330ed-1d4f-4a5a-9dfd-1567b918879c} event:/game/03_resort/suite_bad_intro
{918e9353-b7fb-4d65-9bab-7e21facb3231} event:/ui/main/whoosh_large_out
{91d12529-3e7b-47e2-bc73-2037267fc6ca} event:/game/09_core/frontdoor_heartfill
{91dc7f98-2590-4c28-adcb-02c1881cf8d2} event:/game/06_reflection/supersecret_dashflavour
{91f144a2-b72d-4e49-8593-f1bc5b80462b} event:/thunder
{92aa23ba-8ab2-4448-aae6-67acbe73582b} event:/new_content/music/lvl10/cinematic/bird_crash_second
{92c762da-6b09-4ae6-bea6-6264d405d309} event:/music/lvl2/phone_loop
{92f75010-4e90-428e-834c-1315ddbd9460} event:/game/general/wall_break_stone
{937c3941-eeb8-4f1f-8451-765b33545202} event:/char/badeline/dreamblock_enter
{939f9872-0a8e-4cac-bf5e-12df3729da5f} event:/ui/world_map/icon/select
{93c5f4b9-cb2c-4db0-ad3f-b05272ff8950} event:/game/general/assist_dash_aim
{93dc35c9-2d7f-428b-a991-10a75e908831} event:/char/dialogue/granny
{94086ab9-c160-4468-b8f5-20d8c0df94f3} event:/char/dialogue/oshiro
{9435a742-7595-48a4-b2af-2757c4f927da} event:/char/madeline/campfire_stand
{943f6111-d4c9-484d-8831-e47365018a78} event:/amb_content
{9457c17c-688b-4701-b2ae-b89d821d54f7} event:/char/madeline/climb_ledge
{945afadd-8b82-439d-a3d5-c70d53d8df96} event:/char/oshiro/boss_transform_begin
{94844611-3d78-4843-bef4-5a7fb9cd3930} event:/classic/sfx9
{9492988e-612e-418d-a1a5-b416db84f087} event:/new_content/game/10_farewell/endscene_dial_theo
{94bde26a-6355-4896-b674-d44adf70705d} event:/new_content/char/tutorial_ghost/jump
{94ca2d6f-9edf-4571-8e21-873750e183f7} event:/slow_loop
{94fcaef2-821e-4308-8532-4f141db24227} event:/game/03_resort/fallblock_wooddistant_impact
{9521ed4e-a395-4ef2-89cc-3a3c99942108} event:/game/05_mirror_temple/seeker_aggro
